フォルダパス,ファイル名,ファイルサイズ (MB),MIME タイプ,作成日,最終更新日,ファイルURL,ファイルID
70_Book / kindle,kindlep_小さき者へ・生れ出ずる悩み （岩波文庫） 有島 武郎 141p_4003103661.pdf,11.75,application/pdf,2023-12-12 21:54,2013-06-01 20:30,https://drive.google.com/file/d/15Y8VcZpN26c6KUuMfAZj3tNzkh-AOzbh/view?usp=drivesdk,15Y8VcZpN26c6KUuMfAZj3tNzkh-AOzbh
70_Book / kindle,kindlep_学問の冒険 （岩波現代文庫） 河合 雅雄 320p_4006032455.pdf,30.85,application/pdf,2023-12-12 21:51,2013-06-01 20:30,https://drive.google.com/file/d/1T8TJG-qEIiE9AZ6r8AfuJJSnV9Mc9AxP/view?usp=drivesdk,1T8TJG-qEIiE9AZ6r8AfuJJSnV9Mc9AxP
70_Book / kindle,kindlep_精神分析入門 （角川文庫 （563）） フロイト 596p_4043089015.pdf,70.98,application/pdf,2023-12-12 21:55,2013-06-01 19:41,https://drive.google.com/file/d/1aP-gJPnJb1SKMYKYW9HuX7BAUfOfNZ1U/view?usp=drivesdk,1aP-gJPnJb1SKMYKYW9HuX7BAUfOfNZ1U
70_Book / kindle,kindlep_私の京都 小説の旅 （新潮文庫） 瀬戸内 寂聴 243p_4101144281.pdf,18.19,application/pdf,2023-12-12 21:53,2013-06-01 19:40,https://drive.google.com/file/d/1ZHYFnXQrJfKCLTlp1IAo-WwyMiMdxpfm/view?usp=drivesdk,1ZHYFnXQrJfKCLTlp1IAo-WwyMiMdxpfm
70_Book / kindle,kindlep_風土-人間学的考察 （岩波文庫） 和辻 哲郎 299p_4003314425.pdf,32.87,application/pdf,2023-12-12 21:57,2013-05-04 12:30,https://drive.google.com/file/d/1nyUUT7EUd7Mt4f5pFIA5VZUAakNqawDh/view?usp=drivesdk,1nyUUT7EUd7Mt4f5pFIA5VZUAakNqawDh
70_Book / kindle,kindlep_論語 （1963年） （岩波文庫） 金谷 治 280p_B000JAIFA8.pdf,28.13,application/pdf,2023-12-12 21:58,2013-05-04 12:30,https://drive.google.com/file/d/1ZfqOlMpaHdkAadWyznQMkLBM01PWwrcF/view?usp=drivesdk,1ZfqOlMpaHdkAadWyznQMkLBM01PWwrcF
70_Book / kindle,kindlep_方法序説 （岩波文庫） デカルト 137p_4003361318.pdf,24.5,application/pdf,2023-12-12 21:57,2013-05-04 12:26,https://drive.google.com/file/d/181tLw-gYs2kyOteFO0jqA1f3aOm0lKqz/view?usp=drivesdk,181tLw-gYs2kyOteFO0jqA1f3aOm0lKqz
70_Book / kindle,kindlep_幼き日のこと／青春放浪 （新潮文庫 い 7-21） 井上 靖 265p_4101063214.pdf,25.46,application/pdf,2023-12-12 21:58,2013-05-04 12:24,https://drive.google.com/file/d/11HXfPn6kLDL5-Niq9zjs1zVKXHjYAde1/view?usp=drivesdk,11HXfPn6kLDL5-Niq9zjs1zVKXHjYAde1
70_Book / kindle,kindlep_善悪の彼岸 （岩波文庫） ニーチェ 326p_4003363957.pdf,33.46,application/pdf,2023-12-12 21:55,2013-05-04 12:23,https://drive.google.com/file/d/1v2YUXoxQYkLu7h0S0tSLewiD0yRghRBH/view?usp=drivesdk,1v2YUXoxQYkLu7h0S0tSLewiD0yRghRBH
70_Book / kindle,kindlep_君たちはどう生きるか （岩波文庫） 吉野 源三郎 339p_4003315812.pdf,30.75,application/pdf,2023-12-12 21:52,2013-05-04 12:22,https://drive.google.com/file/d/1gVIEQaq-Gzcgqxj1V-qnoKX0VD_Bg6K6/view?usp=drivesdk,1gVIEQaq-Gzcgqxj1V-qnoKX0VD_Bg6K6
70_Book / kindle,kindlep_古寺巡礼 （1979年） （岩波文庫） 和辻 哲郎 287p_B000J8HV64.pdf,30.85,application/pdf,2023-12-12 21:53,2013-05-04 12:22,https://drive.google.com/file/d/1_s8WgJTCB6BAEHiw9gPhdDSEhTQfcs1-/view?usp=drivesdk,1_s8WgJTCB6BAEHiw9gPhdDSEhTQfcs1-
70_Book / kindle,kindlep_ソバ屋で憩う-悦楽の名店ガイド101 （新潮文庫） 杉浦 日向子 410p_4101149143.pdf,12.53,application/pdf,2023-12-12 21:48,2013-04-06 23:49,https://drive.google.com/file/d/1UsxIia2g6ww_A435UPeUaXWG7Nzd09Sq/view?usp=drivesdk,1UsxIia2g6ww_A435UPeUaXWG7Nzd09Sq
70_Book / kindle,kindlep_ひとりを愛し続ける本 （講談社文庫） 遠藤 周作 214p_4061851160.pdf,17.98,application/pdf,2023-12-12 21:49,2013-04-06 23:47,https://drive.google.com/file/d/1zQbI65Ki6aLj3enSvdFUTJHFuxedSWbU/view?usp=drivesdk,1zQbI65Ki6aLj3enSvdFUTJHFuxedSWbU
70_Book / kindle,kindlep_新文章読本 （新潮文庫 か 1-17） 川端 康成 112p_4101001227.pdf,16.14,application/pdf,2023-12-12 21:54,2013-03-15 0:37,https://drive.google.com/file/d/1c3Vz2VNjwfQLTeqr83pf0WFd88epAJYy/view?usp=drivesdk,1c3Vz2VNjwfQLTeqr83pf0WFd88epAJYy
70_Book / kindle,kindlep_人間の学としての倫理学 （岩波文庫） 和辻 哲郎 285p_4003811046.pdf,30.2,application/pdf,2023-12-12 21:55,2013-03-14 20:58,https://drive.google.com/file/d/1il6KWyxI3-_ngYKjIQ_GInDtHFeteFEg/view?usp=drivesdk,1il6KWyxI3-_ngYKjIQ_GInDtHFeteFEg
70_Book / kindle,kindlep_コンクールでお会いしましょう-名演に飽きた時代の原点 （中公文庫） 中村 紘子 201p_4122047749.pdf,17.25,application/pdf,2023-12-12 21:48,2013-03-14 20:52,https://drive.google.com/file/d/1NMKUN_4FONOoSGXl8yo8BP6FdvzGoH0x/view?usp=drivesdk,1NMKUN_4FONOoSGXl8yo8BP6FdvzGoH0x
70_Book / kindle,kindlep_イタリア古寺巡礼 （岩波文庫） 和辻 哲郎 260p_4003314468.pdf,25.82,application/pdf,2023-12-12 21:46,2013-03-14 20:48,https://drive.google.com/file/d/1QPVK-oqLeVczOcVrZtlJDeziBoro32ot/view?usp=drivesdk,1QPVK-oqLeVczOcVrZtlJDeziBoro32ot
70_Book / kindle,kindlep_チベットわが祖国-ダライ・ラマ自叙伝 （中公文庫） 木村 肥佐夫 464p_4122016495.pdf,45.48,application/pdf,2023-12-12 21:49,2013-03-14 20:32,https://drive.google.com/file/d/1YCi5hnZMlb_o_nMuJT7H0heXRx0y8J1i/view?usp=drivesdk,1YCi5hnZMlb_o_nMuJT7H0heXRx0y8J1i
70_Book / kindle,kindlep_芸術とはどういふものか （1950年） （岩波文庫） トルストイ 263p_B000JBGJI2.pdf,29.47,application/pdf,2023-12-12 21:52,2013-01-30 13:23,https://drive.google.com/file/d/1KwHrSkQjzpoKiJ6L0flFgrHDsAAi5-z4/view?usp=drivesdk,1KwHrSkQjzpoKiJ6L0flFgrHDsAAi5-z4
70_Book / kindle,kindlep_美味礼讃 (下) （岩波文庫 赤 524-2） ブリア=サヴァラン 280p_400325242X.pdf,24.41,application/pdf,2023-12-12 21:56,2013-01-30 13:23,https://drive.google.com/file/d/1wIkno1af9GvNvP_UlzNIFjVPov96yFwq/view?usp=drivesdk,1wIkno1af9GvNvP_UlzNIFjVPov96yFwq
70_Book / kindle,kindlep_美味礼讃 (上) （岩波文庫 赤 524-1） ブリア=サバラン 286p_4003252411.pdf,24.7,application/pdf,2023-12-12 21:57,2013-01-30 13:22,https://drive.google.com/file/d/1ZFU_EKgsBoUVktWq2S4ZTL8frRA9hLP0/view?usp=drivesdk,1ZFU_EKgsBoUVktWq2S4ZTL8frRA9hLP0
70_Book / kindle,kindlep_福翁自伝 （1978年） （岩波文庫） 福沢 諭吉 346p_B000J8L24G.pdf,42,application/pdf,2023-12-12 21:57,2013-01-30 13:21,https://drive.google.com/file/d/1owMU6EEAzfCA9Sh_8LqRfacllLsEebZ7/view?usp=drivesdk,1owMU6EEAzfCA9Sh_8LqRfacllLsEebZ7
70_Book / kindle,kindlep_生の短さについて 他2篇 （岩波文庫） セネカ 300p_4003360710.pdf,21.76,application/pdf,2023-12-12 21:55,2013-01-30 13:20,https://drive.google.com/file/d/1npdQIdjgRhoHM4fPtL8kvlymp-h-rybQ/view?usp=drivesdk,1npdQIdjgRhoHM4fPtL8kvlymp-h-rybQ
70_Book / kindle,kindlep_武士道 （岩波文庫） 新渡戸 稲造 159p_4003311817.pdf,15.99,application/pdf,2023-12-12 21:57,2013-01-30 13:19,https://drive.google.com/file/d/1Us6ZULrNfqS-S3Of3pRKQG86_T8n17zq/view?usp=drivesdk,1Us6ZULrNfqS-S3Of3pRKQG86_T8n17zq
70_Book / kindle,kindlep_旧約聖書 出エジプト記 （岩波文庫 青 801-2）  232p_4003380126.pdf,24.93,application/pdf,2023-12-12 21:52,2013-01-30 13:19,https://drive.google.com/file/d/1lmWc109OI8vo6WgKk1-MC8VxFHOg2Nf7/view?usp=drivesdk,1lmWc109OI8vo6WgKk1-MC8VxFHOg2Nf7
70_Book / kindle,kindlep_反時代的考察 （下巻） （岩波文庫） ニイチェ 221p_4003363981.pdf,25.06,application/pdf,2023-12-12 21:56,2013-01-30 13:14,https://drive.google.com/file/d/1XI-NSd4xG6a6kOeFR1YKznPfofgSNbdT/view?usp=drivesdk,1XI-NSd4xG6a6kOeFR1YKznPfofgSNbdT
70_Book / kindle,kindlep_反時代的考察 （上巻） （岩波文庫） ニイチェ 233p_4003363973.pdf,26.19,application/pdf,2023-12-12 21:56,2013-01-30 13:14,https://drive.google.com/file/d/1-EraXaj6tWPc0Bg4wlc2Y7EXSv4PynfP/view?usp=drivesdk,1-EraXaj6tWPc0Bg4wlc2Y7EXSv4PynfP
70_Book / kindle,kindlep_俳句はかく解しかく味う （岩波文庫） 高浜 虚子 201p_4003102827.pdf,15.94,application/pdf,2023-12-12 21:56,2013-01-30 13:14,https://drive.google.com/file/d/1Aouj0eETFxJVgf92bg0Sr4dCvnIDysL-/view?usp=drivesdk,1Aouj0eETFxJVgf92bg0Sr4dCvnIDysL-
70_Book / kindle,kindlep_フランクリン自伝 （岩波文庫） フランクリン 315p_4003230116.pdf,33.57,application/pdf,2023-12-12 21:50,2013-01-30 13:12,https://drive.google.com/file/d/1p1bDY0y2uPHBpUI2Njvh02Unjmh4yKYb/view?usp=drivesdk,1p1bDY0y2uPHBpUI2Njvh02Unjmh4yKYb
70_Book / kindle,kindlep_エジプト神イシスとオシリスの伝説について （岩波文庫） プルタルコス 213p_400336645X.pdf,19.39,application/pdf,2023-12-12 21:47,2013-01-30 13:06,https://drive.google.com/file/d/1Y1YSEEZJsQXbZWDooB6z7Vj0p7dvvXRh/view?usp=drivesdk,1Y1YSEEZJsQXbZWDooB6z7Vj0p7dvvXRh
70_Book / kindle,kindlep_鉄則！企画書は「1枚」にまとめよ パトリック・G． ライリー 143p_4484031116.pdf,6.85,application/pdf,2023-12-12 21:56,2012-12-05 10:48,https://drive.google.com/file/d/1aXn5py5Hy9CiXIDkv9anv5mw4mSADs_G/view?usp=drivesdk,1aXn5py5Hy9CiXIDkv9anv5mw4mSADs_G
70_Book / kindle,kindlep_論理と哲学の世界 （新潮選書） 吉田 夏彦 247p_4106001918.pdf,17.94,application/pdf,2023-12-12 21:59,2012-12-05 10:48,https://drive.google.com/file/d/1ieZRebxkhlJjAu7em62tzGye6mZEjVRG/view?usp=drivesdk,1ieZRebxkhlJjAu7em62tzGye6mZEjVRG
70_Book / kindle,kindlep_聖書入門 （岩波新書） 小塩 力 214p_4004121590.pdf,13.99,application/pdf,2023-12-12 21:55,2012-12-05 10:48,https://drive.google.com/file/d/12w6SRaqAbd2-RkeFfS4B7LTbTW4Fhb9J/view?usp=drivesdk,12w6SRaqAbd2-RkeFfS4B7LTbTW4Fhb9J
70_Book / kindle,kindlep_素粒子 （1969年） （岩波新書） 湯川 秀樹 224p_B000JA3EPO.pdf,16.97,application/pdf,2023-12-12 21:55,2012-12-05 10:47,https://drive.google.com/file/d/10PQQqLf7WugmtVOWmtPpJfDVkgeDUF33/view?usp=drivesdk,10PQQqLf7WugmtVOWmtPpJfDVkgeDUF33
70_Book / kindle,kindlep_猫だましい （新潮文庫） 河合 隼雄 264p_4101252262.pdf,17.52,application/pdf,2023-12-12 21:56,2012-12-05 10:47,https://drive.google.com/file/d/12ldFcB1db1i9uhiDgnYZmhkWhT5yVvl4/view?usp=drivesdk,12ldFcB1db1i9uhiDgnYZmhkWhT5yVvl4
70_Book / kindle,kindlep_村上春樹、河合隼雄に会いにいく （新潮文庫） 河合 隼雄 225p_4101001456.pdf,11.85,application/pdf,2023-12-12 21:55,2012-12-05 10:45,https://drive.google.com/file/d/1NfDUtRy6bAd0zS_1wEfcRf7LPm24UKSu/view?usp=drivesdk,1NfDUtRy6bAd0zS_1wEfcRf7LPm24UKSu
70_Book / kindle,kindlep_大往生 （岩波新書） 永 六輔 199p_400430329X.pdf,8.77,application/pdf,2023-12-12 21:56,2012-12-05 10:43,https://drive.google.com/file/d/1kX-lgw9Bfrp7ljcv68emOtcJqb4zF5KQ/view?usp=drivesdk,1kX-lgw9Bfrp7ljcv68emOtcJqb4zF5KQ
70_Book / kindle,kindlep_デカルト （岩波新書） 野田 又夫 192p_4004120225.pdf,13.91,application/pdf,2023-12-12 21:49,2012-12-05 10:40,https://drive.google.com/file/d/1BE5nvnAg12W0Rr-0zPstHw9dPy1Vb9Ro/view?usp=drivesdk,1BE5nvnAg12W0Rr-0zPstHw9dPy1Vb9Ro
70_Book / kindle,kindlep_こころの声を聴く-河合隼雄対話集 （新潮文庫） 河合 隼雄 312p_4101252238.pdf,21.06,application/pdf,2023-12-12 21:48,2012-12-01 11:38,https://drive.google.com/file/d/13dXn8r7iYd63qpsgWXH8q6EDGO7y3eGE/view?usp=drivesdk,13dXn8r7iYd63qpsgWXH8q6EDGO7y3eGE
70_Book / kindle,kindlep_量子の海、ディラックの深淵--天才物理学者の華々しき業績と寡黙なる生涯 グレアム・ファーメロ 620p_4152091606.pdf,43.99,application/pdf,2023-12-12 21:58,2012-11-25 16:48,https://drive.google.com/file/d/1Ib92ejCdyFjn_SEXwDvP98be63TDLOek/view?usp=drivesdk,1Ib92ejCdyFjn_SEXwDvP98be63TDLOek
70_Book / kindle,kindlep_変化の風 （創元推理文庫） アイザック アシモフ 499p_4488604080.pdf,33.98,application/pdf,2023-12-12 21:57,2012-11-25 16:18,https://drive.google.com/file/d/1HMDgSxPglXP2nF7j8WMZN8S0Y-dBSJm1/view?usp=drivesdk,1HMDgSxPglXP2nF7j8WMZN8S0Y-dBSJm1
70_Book / kindle,kindlep_最高齢プロフェッショナルの教え 徳間書店取材班 243p_419863081X.pdf,13.84,application/pdf,2023-12-12 21:53,2012-11-25 16:02,https://drive.google.com/file/d/1qT70QODkYnM2hSwx9hIK1kmq6bnK0Mcc/view?usp=drivesdk,1qT70QODkYnM2hSwx9hIK1kmq6bnK0Mcc
70_Book / kindle,kindlep_科学論文をどう書くか-口頭発表の仕方まで （ブルーバックス 454） 末武 国弘 250p_4061180541.pdf,12.45,application/pdf,2023-12-12 21:51,2012-11-25 15:51,https://drive.google.com/file/d/1hojFW4L9Ia5cKYrI5gavFhqWYp348lXr/view?usp=drivesdk,1hojFW4L9Ia5cKYrI5gavFhqWYp348lXr
70_Book / kindle,kindlep_アンコール・ワットを読む  414p_4897722039.pdf,25.85,application/pdf,2023-12-12 21:46,2012-11-22 22:34,https://drive.google.com/file/d/19D2Jg9KcqCpGvvxWEZSNeJWLjAVbJitL/view?usp=drivesdk,19D2Jg9KcqCpGvvxWEZSNeJWLjAVbJitL
70_Book / kindle,kindlep_金子みすゞ童謡集 （ハルキ文庫） 金子 みすゞ 235p_489456386X.pdf,4.91,application/pdf,2023-12-12 21:52,2012-11-22 18:06,https://drive.google.com/file/d/19D9m_VYqgt2wXwUYHvA6LAfBIm_Lsnjm/view?usp=drivesdk,19D9m_VYqgt2wXwUYHvA6LAfBIm_Lsnjm
70_Book / kindle,kindlep_辛ミシュラン-東京うまい店・からい店 辛ミシュラン編集委員会 239p_4893664832.pdf,17.04,application/pdf,2023-12-12 21:54,2012-11-22 18:06,https://drive.google.com/file/d/1cpABw4aDCR_dhmc1QESl-uMUQN5Up9Pb/view?usp=drivesdk,1cpABw4aDCR_dhmc1QESl-uMUQN5Up9Pb
70_Book / kindle,kindlep_葉隠入門 （新潮文庫） 三島 由紀夫 221p_4101050333.pdf,12.7,application/pdf,2023-12-12 21:58,2012-11-22 18:01,https://drive.google.com/file/d/1hYffV99TODqlEcYsN5wA0alIjqnVQ6PV/view?usp=drivesdk,1hYffV99TODqlEcYsN5wA0alIjqnVQ6PV
70_Book / kindle,kindlep_線形代数30講 （数学30講シリーズ） 志賀 浩二 206p_425411477X.pdf,7.7,application/pdf,2023-12-12 21:55,2012-11-22 18:01,https://drive.google.com/file/d/13mfR-tpV1MGczItMl-sh1CTFrbOo22Om/view?usp=drivesdk,13mfR-tpV1MGczItMl-sh1CTFrbOo22Om
70_Book / kindle,kindlep_幾何への誘い （岩波現代文庫-学術） 小平 邦彦 228p_4006000073.pdf,11.3,application/pdf,2023-12-12 21:51,2012-11-22 17:50,https://drive.google.com/file/d/1w91klIAaBaOF_p3ZOULNrs7-haSrkFEc/view?usp=drivesdk,1w91klIAaBaOF_p3ZOULNrs7-haSrkFEc
70_Book / kindle,kindlep_帰りたい風景-気まぐれ美術館 （新潮文庫） 洲之内 徹 447p_4101407231.pdf,31.32,application/pdf,2023-12-12 21:52,2012-11-22 17:50,https://drive.google.com/file/d/1GsOKciGaBzPK9w3x1snKwQ4aiL6BHHIk/view?usp=drivesdk,1GsOKciGaBzPK9w3x1snKwQ4aiL6BHHIk
70_Book / kindle,kindlep_小惑星探査機「はやぶさ」の奇跡 的川 泰宣 151p_4569792340.pdf,8.41,application/pdf,2023-12-12 21:54,2012-11-22 17:48,https://drive.google.com/file/d/1uZtHFANvs13AfakWWAKp67BljlUK5wRp/view?usp=drivesdk,1uZtHFANvs13AfakWWAKp67BljlUK5wRp
70_Book / kindle,kindlep_地雷を踏んだらサヨウナラ （講談社文庫） 一ノ瀬 泰造 324p_4061834347.pdf,25.5,application/pdf,2023-12-12 21:56,2012-11-22 17:48,https://drive.google.com/file/d/1JCAh3bXEKwUi6EWR3DalxkyJHG-wmFBB/view?usp=drivesdk,1JCAh3bXEKwUi6EWR3DalxkyJHG-wmFBB
70_Book / kindle,kindlep_ビジネス文書マニュアル （実用ハンドブック） ビジネススキル研究会 191p_4093102031.pdf,11.1,application/pdf,2023-12-12 21:49,2012-11-22 17:42,https://drive.google.com/file/d/1GLV3Yi_z_g5DNXKuIl46mvWu7PG1h5C5/view?usp=drivesdk,1GLV3Yi_z_g5DNXKuIl46mvWu7PG1h5C5
70_Book / kindle,kindlep_チャイコフスキー・コンクール-ピアニストが聴く現代 （中公文庫） 中村 紘子 305p_4122018587.pdf,18.79,application/pdf,2023-12-12 21:49,2012-11-22 17:41,https://drive.google.com/file/d/1f2DYRxz5ZivM70fRMv-fgeyFeHRAeXvf/view?usp=drivesdk,1f2DYRxz5ZivM70fRMv-fgeyFeHRAeXvf
70_Book / kindle,kindlep_スティーブ・ジョブズ 驚異のプレゼン-人々を惹きつける18の法則 カーマイン・ガロ 408p_482224816X.pdf,17.71,application/pdf,2023-12-12 21:48,2012-11-22 17:41,https://drive.google.com/file/d/1CWgdEBklK3UqVYFA4-itppjFfKHtAkiz/view?usp=drivesdk,1CWgdEBklK3UqVYFA4-itppjFfKHtAkiz
70_Book / kindle,kindlep_香辛料の民族学-カレーの木とワサビの木 （中公新書） 吉田 よし子 216p_4121008820.pdf,13.41,application/pdf,2023-12-12 21:53,2012-11-22 17:35,https://drive.google.com/file/d/1TtrO17GRJUBZtjiVjCkcSwJRJ_qn21Ng/view?usp=drivesdk,1TtrO17GRJUBZtjiVjCkcSwJRJ_qn21Ng
70_Book / kindle,kindlep_論語 （講談社現代新書 13） 貝塚 茂樹 202p_4061154133.pdf,10.03,application/pdf,2023-12-12 21:59,2012-11-22 17:33,https://drive.google.com/file/d/1ObpvOBU8U-hg5wD6l2s4C0DMCTU2u29J/view?usp=drivesdk,1ObpvOBU8U-hg5wD6l2s4C0DMCTU2u29J
70_Book / kindle,kindlep_漱石が見た物理学-首縊りの力学から相対性理論まで （中公新書） 小山 慶太 205p_4121010531.pdf,11.73,application/pdf,2023-12-12 21:59,2012-11-22 17:28,https://drive.google.com/file/d/1PNK4G9chP-8guiweivJgIIhLW2FKmYpW/view?usp=drivesdk,1PNK4G9chP-8guiweivJgIIhLW2FKmYpW
70_Book / kindle,kindlep_多文明世界の構図-超近代の基本的論理を考える （中公新書） 高谷 好一 222p_4121013395.pdf,13.16,application/pdf,2023-12-12 21:56,2012-11-22 17:18,https://drive.google.com/file/d/1HVi7YQZXYF5eiYx1gsQgk_73NWU-0XCv/view?usp=drivesdk,1HVi7YQZXYF5eiYx1gsQgk_73NWU-0XCv
70_Book / kindle,kindlep_千利休-その生涯と芸術的業績 （中公新書 610） 桑田 忠親 205p_4121006100.pdf,13.8,application/pdf,2023-12-12 21:55,2012-11-22 17:17,https://drive.google.com/file/d/1NF_S15x5ormJlfN6Z6Xo8wCcCo_ICeOp/view?usp=drivesdk,1NF_S15x5ormJlfN6Z6Xo8wCcCo_ICeOp
70_Book / kindle,kindlep_カラー版 小惑星探査機はやぶさ -「玉手箱」は開かれた （中公新書） 川口 淳一郎 192p_4121020898.pdf,10.98,application/pdf,2023-12-12 21:47,2012-11-22 17:08,https://drive.google.com/file/d/1fmG_kqq1z4KLYqkN0zFiKYFXnHAHKUB9/view?usp=drivesdk,1fmG_kqq1z4KLYqkN0zFiKYFXnHAHKUB9
70_Book / kindle,kindlep_はじめてのラテン語 （講談社現代新書） 大西 英文 288p_4061493531.pdf,15.35,application/pdf,2023-12-12 21:49,2012-11-22 17:01,https://drive.google.com/file/d/1zLHSBTn3ZFZ20Xrne1XdF6j1wWs3TQCz/view?usp=drivesdk,1zLHSBTn3ZFZ20Xrne1XdF6j1wWs3TQCz
70_Book / kindle,kindlep_せつない手紙-こころを伝える綴り方講座 （ちくま新書） 小嵐 九八郎 206p_4480058206.pdf,9.89,application/pdf,2023-12-12 21:48,2012-11-22 17:01,https://drive.google.com/file/d/1iUXccISCBLorXt1-Pxs5fe6r4p5ZiJiA/view?usp=drivesdk,1iUXccISCBLorXt1-Pxs5fe6r4p5ZiJiA
70_Book / kindle,kindlep_「超」整理法-情報検索と発想の新システム （中公新書） 野口 悠紀雄 232p_4121011597.pdf,12.28,application/pdf,2023-12-12 21:45,2012-11-22 17:00,https://drive.google.com/file/d/1baxeIOS4nFgmVjbDxgKT2epCOStAAWAq/view?usp=drivesdk,1baxeIOS4nFgmVjbDxgKT2epCOStAAWAq
70_Book / kindle,kindlep_いかにして問題をとくか G． ポリア 248p_4621045938.pdf,15.11,application/pdf,2023-12-12 21:46,2012-11-21 1:03,https://drive.google.com/file/d/10kiXhaSf5cyudOXykxxIhqnLcJJbs79U/view?usp=drivesdk,10kiXhaSf5cyudOXykxxIhqnLcJJbs79U
70_Book / kindle,kindlep_数学ガール （数学ガールシリーズ 1） 結城 浩 344p_4797341378.pdf,12.81,application/pdf,2023-12-12 21:55,2012-11-21 0:55,https://drive.google.com/file/d/16c05n3cj6sq08rqxtp4cy19UdMW6sKLD/view?usp=drivesdk,16c05n3cj6sq08rqxtp4cy19UdMW6sKLD
70_Book / kindle / 家庭関係,kindlep_家じかんを楽しむ65のヒント 伊能勢 敦子 192p_4797351985.pdf,13.67,application/pdf,2023-12-13 16:48,2014-02-08 19:47,https://drive.google.com/file/d/1Y_RclCRPBvQCTvQbczyffzeGfV_XbzEJ/view?usp=drivesdk,1Y_RclCRPBvQCTvQbczyffzeGfV_XbzEJ
70_Book / kindle / 家庭関係,kindlep_続 新家庭料理 （中公文庫-ビジュアル版） 丸元 淑生 157p_4122021669.pdf,15.71,application/pdf,2023-12-13 16:48,2013-08-24 22:16,https://drive.google.com/file/d/1_10UtwcijhRrkAdUQSDA5-fdpfuTw2I2/view?usp=drivesdk,1_10UtwcijhRrkAdUQSDA5-fdpfuTw2I2
70_Book / kindle / 家庭関係,kindlep_悪い食事とよい食事 （新潮文庫） 丸元 淑生 228p_4101498032.pdf,18.84,application/pdf,2023-12-13 16:48,2013-08-24 22:02,https://drive.google.com/file/d/1_keTb90dec6rPJ7J8DqilLQsP6ef7suX/view?usp=drivesdk,1_keTb90dec6rPJ7J8DqilLQsP6ef7suX
70_Book / kindle / 家庭関係,kindlep_図解 豊かさの栄養学 （新潮文庫） 丸元 淑生 184p_4101498016.pdf,17.07,application/pdf,2023-12-13 16:48,2013-08-24 21:58,https://drive.google.com/file/d/16hxww0HxzPWPxnNei55XKfSi23Glyv-6/view?usp=drivesdk,16hxww0HxzPWPxnNei55XKfSi23Glyv-6
70_Book / kindle / 家庭関係,kindlep_丸元淑生のシステム料理学-男と女のクッキング8章 （文春文庫 ま 4-1） 丸元 淑生 247p_416728801X.pdf,28.11,application/pdf,2023-12-13 16:49,2013-08-24 21:56,https://drive.google.com/file/d/12AuXFmAuyWd7M30n9ilu6gnlldjULSJu/view?usp=drivesdk,12AuXFmAuyWd7M30n9ilu6gnlldjULSJu
70_Book / kindle / 家庭関係,kindlep_丸元淑生のクック・ブック （文春文庫） 丸元 淑生 442p_4167288028.pdf,39.89,application/pdf,2023-12-13 16:49,2013-08-24 21:55,https://drive.google.com/file/d/1oCJgAm8l1FaXe35u-1YdaMm1hQSP79Gm/view?usp=drivesdk,1oCJgAm8l1FaXe35u-1YdaMm1hQSP79Gm
70_Book / kindle / 家庭関係,kindlep_システム自炊法-シングル・ライフの健康は、こう守る （中公文庫） 丸元 淑生 209p_4122017106.pdf,20.9,application/pdf,2023-12-13 16:48,2013-08-24 21:52,https://drive.google.com/file/d/11R2GxO8CcBWxBL7L-6-7EPfxYKR_wO_n/view?usp=drivesdk,11R2GxO8CcBWxBL7L-6-7EPfxYKR_wO_n
70_Book / kindle / 家庭関係,kindlep_短命の食事 長命の食事 （ワニブックスPLUS新書） 丸元 淑生 231p_4847065115.pdf,11.96,application/pdf,2023-12-13 16:48,2012-12-01 11:54,https://drive.google.com/file/d/1HSzzXOZqjxuMGrdWZXaM8e4L8rN4t-K5/view?usp=drivesdk,1HSzzXOZqjxuMGrdWZXaM8e4L8rN4t-K5
70_Book / kindle / 家庭関係,kindlep_丸元淑生のシンプル＆ヘルシー毎日の料理-現代人のライフスタイルにあった短時間クッキング （暮しの設計 （220号）） 丸元 淑生 156p_4128000922.pdf,14.78,application/pdf,2023-12-13 16:49,2012-11-22 17:45,https://drive.google.com/file/d/19W3hodv8awHkFFkmzNm4BJWxqR53bcZh/view?usp=drivesdk,19W3hodv8awHkFFkmzNm4BJWxqR53bcZh
70_Book / kindle / 家庭関係,kindlep_キッチン・バイブル-新・台所論 （講談社ニューハードカバー） 丸元 淑生 284p_4062640228.pdf,13.39,application/pdf,2023-12-13 16:48,2012-11-22 17:39,https://drive.google.com/file/d/1PGfk5fAVHKOdKzVx4e1MQtR0oA06R4w7/view?usp=drivesdk,1PGfk5fAVHKOdKzVx4e1MQtR0oA06R4w7
70_Book / kindle / 家庭関係,kindlep_おいしい店とのつきあい方-サカキシンイチロウの秘密のノート （ほぼ日ブックス） サカキ シンイチロウ 271p_4048839063.pdf,13.91,application/pdf,2023-12-13 16:49,2012-11-22 17:37,https://drive.google.com/file/d/12prqCshin4VKbuPctHlD_GTuA1PZIpxf/view?usp=drivesdk,12prqCshin4VKbuPctHlD_GTuA1PZIpxf
